review_text,review_rating,brand_name,product_title,cleaned_text,tokens,tokens_no_stopwords,lemmatized_tokens,processed_text
Though I was really surprised by the size of the tube but the product turned out to be one of the best crème blush I’ve ever used. It’s really pigmented and very light.,5.0,Kay Beauty,Kay Beauty Creme Blush,though i was really surprised by the size of the tube but the product turned out to be one of the best cr me blush i ve ever used it s really pigmented and very light,"['though', 'i', 'was', 'really', 'surprised', 'by', 'the', 'size', 'of', 'the', 'tube', 'but', 'the', 'product', 'turned', 'out', 'to', 'be', 'one', 'of', 'the', 'best', 'cr', 'me', 'blush', 'i', 've', 'ever', 'used', 'it', 's', 'really', 'pigmented', 'and', 'very', 'light']","['though', 'really', 'surprised', 'size', 'tube', 'product', 'turned', 'one', 'best', 'cr', 'blush', 'ever', 'used', 'really', 'pigmented', 'light']","['though', 'really', 'surprised', 'size', 'tube', 'product', 'turned', 'one', 'best', 'cr', 'blush', 'ever', 'used', 'really', 'pigmented', 'light']",though really surprised size tube product turned one best cr blush ever used really pigmented light
Very think on skin n too sticky .... not for hot weather .....,3.0,Nykaa Cosmetics,Nykaa SKINgenius BB Cream SPF30,very think on skin n too sticky not for hot weather,"['very', 'think', 'on', 'skin', 'n', 'too', 'sticky', 'not', 'for', 'hot', 'weather']","['think', 'skin', 'n', 'sticky', 'hot', 'weather']","['think', 'skin', 'n', 'sticky', 'hot', 'weather']",think skin n sticky hot weather
I ordered the warm rust pallet. This pallet works well for light to the dusky complexion. The colors work well for both work and daily wear. I usually tend to wear warmer colors. The subtle brown and pink and a touch of glitter. Plus this has darker colors as well for when you want a more dramatic look. The eyeshadows blend easily and stay on well when you use a good primer.,5.0,NYX Professional Makeup,NYX Professional Makeup Ultimate Multi-Finish Shadow Palette,i ordered the warm rust pallet this pallet works well for light to the dusky complexion the colors work well for both work and daily wear i usually tend to wear warmer colors the subtle brown and pink and a touch of glitter plus this has darker colors as well for when you want a more dramatic look the eyeshadows blend easily and stay on well when you use a good primer,"['i', 'ordered', 'the', 'warm', 'rust', 'pallet', 'this', 'pallet', 'works', 'well', 'for', 'light', 'to', 'the', 'dusky', 'complexion', 'the', 'colors', 'work', 'well', 'for', 'both', 'work', 'and', 'daily', 'wear', 'i', 'usually', 'tend', 'to', 'wear', 'warmer', 'colors', 'the', 'subtle', 'brown', 'and', 'pink', 'and', 'a', 'touch', 'of', 'glitter', 'plus', 'this', 'has', 'darker', 'colors', 'as', 'well', 'for', 'when', 'you', 'want', 'a', 'more', 'dramatic', 'look', 'the', 'eyeshadows', 'blend', 'easily', 'and', 'stay', 'on', 'well', 'when', 'you', 'use', 'a', 'good', 'primer']","['ordered', 'warm', 'rust', 'pallet', 'pallet', 'works', 'well', 'light', 'dusky', 'complexion', 'colors', 'work', 'well', 'work', 'daily', 'wear', 'usually', 'tend', 'wear', 'warmer', 'colors', 'subtle', 'brown', 'pink', 'touch', 'glitter', 'plus', 'darker', 'colors', 'well', 'want', 'dramatic', 'look', 'eyeshadows', 'blend', 'easily', 'stay', 'well', 'use', 'good', 'primer']","['ordered', 'warm', 'rust', 'pallet', 'pallet', 'work', 'well', 'light', 'dusky', 'complexion', 'color', 'work', 'well', 'work', 'daily', 'wear', 'usually', 'tend', 'wear', 'warmer', 'color', 'subtle', 'brown', 'pink', 'touch', 'glitter', 'plus', 'darker', 'color', 'well', 'want', 'dramatic', 'look', 'eyeshadow', 'blend', 'easily', 'stay', 'well', 'use', 'good', 'primer']",ordered warm rust pallet pallet work well light dusky complexion color work well work daily wear usually tend wear warmer color subtle brown pink touch glitter plus darker color well want dramatic look eyeshadow blend easily stay well use good primer
It's the best nail remover I ever had!,5.0,Nykaa Cosmetics,Nykaa Dual Tone Nail Enamel Remover,it s the best nail remover i ever had,"['it', 's', 'the', 'best', 'nail', 'remover', 'i', 'ever', 'had']","['best', 'nail', 'remover', 'ever']","['best', 'nail', 'remover', 'ever']",best nail remover ever
One of the best hydrating shampoos. It makes your hair soft and shiny after every wash. Lovely fragrance.,5.0,Herbal Essences,Herbal Essences Coconut Milk Shampoo For Hydration & Softness - No Parabens- No Colourants,one of the best hydrating shampoos it makes your hair soft and shiny after every wash lovely fragrance,"['one', 'of', 'the', 'best', 'hydrating', 'shampoos', 'it', 'makes', 'your', 'hair', 'soft', 'and', 'shiny', 'after', 'every', 'wash', 'lovely', 'fragrance']","['one', 'best', 'hydrating', 'shampoos', 'makes', 'hair', 'soft', 'shiny', 'every', 'wash', 'lovely', 'fragrance']","['one', 'best', 'hydrating', 'shampoo', 'make', 'hair', 'soft', 'shiny', 'every', 'wash', 'lovely', 'fragrance']",one best hydrating shampoo make hair soft shiny every wash lovely fragrance
Doesn't justify the worth 299 Rs.,1.0,Nykaa Naturals,Nykaa Woman Washable and Reusable Face Mask - Tropical,doesn t justify the worth rs,"['doesn', 't', 'justify', 'the', 'worth', 'rs']","['justify', 'worth', 'rs']","['justify', 'worth', 'r']",justify worth r
Can’t explain how fabulous this is. The texture is soo smooth.. gives u a natural glow. Not chunky at all. The shade champagne fizz is awesome.,5.0,Kay Beauty,Kay Beauty Illuminating Highlighter,can t explain how fabulous this is the texture is soo smooth gives u a natural glow not chunky at all the shade champagne fizz is awesome,"['can', 't', 'explain', 'how', 'fabulous', 'this', 'is', 'the', 'texture', 'is', 'soo', 'smooth', 'gives', 'u', 'a', 'natural', 'glow', 'not', 'chunky', 'at', 'all', 'the', 'shade', 'champagne', 'fizz', 'is', 'awesome']","['explain', 'fabulous', 'texture', 'soo', 'smooth', 'gives', 'u', 'natural', 'glow', 'chunky', 'shade', 'champagne', 'fizz', 'awesome']","['explain', 'fabulous', 'texture', 'soo', 'smooth', 'give', 'u', 'natural', 'glow', 'chunky', 'shade', 'champagne', 'fizz', 'awesome']",explain fabulous texture soo smooth give u natural glow chunky shade champagne fizz awesome
This is my first time buying Kay beauty products totally impressed with the texture,5.0,Kay Beauty,Kay Beauty Waterproof 24 Hour Kajal - Spade - Black,this is my first time buying kay beauty products totally impressed with the texture,"['this', 'is', 'my', 'first', 'time', 'buying', 'kay', 'beauty', 'products', 'totally', 'impressed', 'with', 'the', 'texture']","['first', 'time', 'buying', 'kay', 'beauty', 'products', 'totally', 'impressed', 'texture']","['first', 'time', 'buying', 'kay', 'beauty', 'product', 'totally', 'impressed', 'texture']",first time buying kay beauty product totally impressed texture
It's good powder but little bit darker for my skin tone,5.0,Kay Beauty,Kay Beauty Matte Compact,it s good powder but little bit darker for my skin tone,"['it', 's', 'good', 'powder', 'but', 'little', 'bit', 'darker', 'for', 'my', 'skin', 'tone']","['good', 'powder', 'little', 'bit', 'darker', 'skin', 'tone']","['good', 'powder', 'little', 'bit', 'darker', 'skin', 'tone']",good powder little bit darker skin tone
This product is so superb. I use this to contour my face. And I love the way it works on my face. Absolutely flawless and pigmented. I'm in love with this product.,5.0,Nykaa Cosmetics,Nykaa SKINgenius Foundation Stick Conceal Contour & Corrector - Toffee Chisel 07,this product is so superb i use this to contour my face and i love the way it works on my face absolutely flawless and pigmented i m in love with this product,"['this', 'product', 'is', 'so', 'superb', 'i', 'use', 'this', 'to', 'contour', 'my', 'face', 'and', 'i', 'love', 'the', 'way', 'it', 'works', 'on', 'my', 'face', 'absolutely', 'flawless', 'and', 'pigmented', 'i', 'm', 'in', 'love', 'with', 'this', 'product']","['product', 'superb', 'use', 'contour', 'face', 'love', 'way', 'works', 'face', 'absolutely', 'flawless', 'pigmented', 'love', 'product']","['product', 'superb', 'use', 'contour', 'face', 'love', 'way', 'work', 'face', 'absolutely', 'flawless', 'pigmented', 'love', 'product']",product superb use contour face love way work face absolutely flawless pigmented love product
This has a super black finish..great to use... Adore it!! Must have product ( Black is always in ),4.0,L'Oreal Paris,L'Oreal Paris Superliner Black Lacquer,this has a super black finish great to use adore it must have product black is always in,"['this', 'has', 'a', 'super', 'black', 'finish', 'great', 'to', 'use', 'adore', 'it', 'must', 'have', 'product', 'black', 'is', 'always', 'in']","['super', 'black', 'finish', 'great', 'use', 'adore', 'must', 'product', 'black', 'always']","['super', 'black', 'finish', 'great', 'use', 'adore', 'must', 'product', 'black', 'always']",super black finish great use adore must product black always
"Handy, smart, stylish... You can carry it with traditional or western outfits both...",3.0,Nykaa Cosmetics,Nykaa Party Edit Clutch,handy smart stylish you can carry it with traditional or western outfits both,"['handy', 'smart', 'stylish', 'you', 'can', 'carry', 'it', 'with', 'traditional', 'or', 'western', 'outfits', 'both']","['handy', 'smart', 'stylish', 'carry', 'traditional', 'western', 'outfits']","['handy', 'smart', 'stylish', 'carry', 'traditional', 'western', 'outfit']",handy smart stylish carry traditional western outfit
The palette is so pretty with great shades.,5.0,Kay Beauty,Kay Beauty Eyeshadow Palette,the palette is so pretty with great shades,"['the', 'palette', 'is', 'so', 'pretty', 'with', 'great', 'shades']","['palette', 'pretty', 'great', 'shades']","['palette', 'pretty', 'great', 'shade']",palette pretty great shade
Perfect sade to me very nice 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰👏👏👏👏👏👌👌👌👌👌👌❤️❤️,5.0,Maybelline New York,Maybelline New York V-Face Duo Stick,perfect sade to me very nice,"['perfect', 'sade', 'to', 'me', 'very', 'nice']","['perfect', 'sade', 'nice']","['perfect', 'sade', 'nice']",perfect sade nice
Perfect formula doesn't dry out the lips and the shade is a gorgeous brown toned nude.,5.0,NYX Professional Makeup,NYX Professional Makeup Liquid Suede Cream Lipstick,perfect formula doesn t dry out the lips and the shade is a gorgeous brown toned nude,"['perfect', 'formula', 'doesn', 't', 'dry', 'out', 'the', 'lips', 'and', 'the', 'shade', 'is', 'a', 'gorgeous', 'brown', 'toned', 'nude']","['perfect', 'formula', 'dry', 'lips', 'shade', 'gorgeous', 'brown', 'toned', 'nude']","['perfect', 'formula', 'dry', 'lip', 'shade', 'gorgeous', 'brown', 'toned', 'nude']",perfect formula dry lip shade gorgeous brown toned nude
This becomes a very useful product for my hair dryness. The better result while using with conditioner.,4.0,Herbal Essences,Herbal Essences Coconut Milk Shampoo For Hydration & Softness - No Parabens- No Colourants,this becomes a very useful product for my hair dryness the better result while using with conditioner,"['this', 'becomes', 'a', 'very', 'useful', 'product', 'for', 'my', 'hair', 'dryness', 'the', 'better', 'result', 'while', 'using', 'with', 'conditioner']","['becomes', 'useful', 'product', 'hair', 'dryness', 'better', 'result', 'using', 'conditioner']","['becomes', 'useful', 'product', 'hair', 'dryness', 'better', 'result', 'using', 'conditioner']",becomes useful product hair dryness better result using conditioner
"After reading so many reviews that said the contour color of ""medium"" doesn't show up in Indian skin as it is too light I bought the shade ""medium to dark"" and it does work for my medium to white Indian complexion. For reference, I'm Nc42 (mac) and warm nude in fit me foundation.",5.0,Maybelline New York,Maybelline New York V-Face Duo Stick,after reading so many reviews that said the contour color of medium doesn t show up in indian skin as it is too light i bought the shade medium to dark and it does work for my medium to white indian complexion for reference i m nc mac and warm nude in fit me foundation,"['after', 'reading', 'so', 'many', 'reviews', 'that', 'said', 'the', 'contour', 'color', 'of', 'medium', 'doesn', 't', 'show', 'up', 'in', 'indian', 'skin', 'as', 'it', 'is', 'too', 'light', 'i', 'bought', 'the', 'shade', 'medium', 'to', 'dark', 'and', 'it', 'does', 'work', 'for', 'my', 'medium', 'to', 'white', 'indian', 'complexion', 'for', 'reference', 'i', 'm', 'nc', 'mac', 'and', 'warm', 'nude', 'in', 'fit', 'me', 'foundation']","['reading', 'many', 'reviews', 'said', 'contour', 'color', 'medium', 'show', 'indian', 'skin', 'light', 'bought', 'shade', 'medium', 'dark', 'work', 'medium', 'white', 'indian', 'complexion', 'reference', 'nc', 'mac', 'warm', 'nude', 'fit', 'foundation']","['reading', 'many', 'review', 'said', 'contour', 'color', 'medium', 'show', 'indian', 'skin', 'light', 'bought', 'shade', 'medium', 'dark', 'work', 'medium', 'white', 'indian', 'complexion', 'reference', 'nc', 'mac', 'warm', 'nude', 'fit', 'foundation']",reading many review said contour color medium show indian skin light bought shade medium dark work medium white indian complexion reference nc mac warm nude fit foundation
This is great.. just the blush needed to ne non shimmery,5.0,Maybelline New York,Maybelline New York Face Studio Master Contour Palette,this is great just the blush needed to ne non shimmery,"['this', 'is', 'great', 'just', 'the', 'blush', 'needed', 'to', 'ne', 'non', 'shimmery']","['great', 'blush', 'needed', 'ne', 'non', 'shimmery']","['great', 'blush', 'needed', 'ne', 'non', 'shimmery']",great blush needed ne non shimmery
"It has awesome coverage. good for combination skin. I love it's texture,,it's so smooth on skin.",4.0,Lakme,Lakme Absolute Argan Oil Serum Foundation With SPF 45,it has awesome coverage good for combination skin i love it s texture it s so smooth on skin,"['it', 'has', 'awesome', 'coverage', 'good', 'for', 'combination', 'skin', 'i', 'love', 'it', 's', 'texture', 'it', 's', 'so', 'smooth', 'on', 'skin']","['awesome', 'coverage', 'good', 'combination', 'skin', 'love', 'texture', 'smooth', 'skin']","['awesome', 'coverage', 'good', 'combination', 'skin', 'love', 'texture', 'smooth', 'skin']",awesome coverage good combination skin love texture smooth skin
Awesome,5.0,Nykaa Cosmetics,Nykaa SKINgenius Foundation Stick Conceal Contour & Corrector - Golden Hazelnut 06,awesome,['awesome'],['awesome'],['awesome'],awesome
❤,5.0,Nykaa Cosmetics,Nykaa Metal Addict Makeup Bag - Blushing Gold,,[],[],[],
"I stay in Kolkata and the climate here is pretty humid. I have got dry skin but my face is combination type. For my body, I use this sunscreen lotion religiously before stepping out in the sun and I'm pretty impressed. For all the dry skin beauties out there, this is definitely a go-to product. This product won't disappoint you. Go ahead and grab it.",5.0,Nivea,"NIVEA Sun Lotion, SPF 50, with UVA & UVB Protection, Water Resistant Sunscreen",i stay in kolkata and the climate here is pretty humid i have got dry skin but my face is combination type for my body i use this sunscreen lotion religiously before stepping out in the sun and i m pretty impressed for all the dry skin beauties out there this is definitely a go to product this product won t disappoint you go ahead and grab it,"['i', 'stay', 'in', 'kolkata', 'and', 'the', 'climate', 'here', 'is', 'pretty', 'humid', 'i', 'have', 'got', 'dry', 'skin', 'but', 'my', 'face', 'is', 'combination', 'type', 'for', 'my', 'body', 'i', 'use', 'this', 'sunscreen', 'lotion', 'religiously', 'before', 'stepping', 'out', 'in', 'the', 'sun', 'and', 'i', 'm', 'pretty', 'impressed', 'for', 'all', 'the', 'dry', 'skin', 'beauties', 'out', 'there', 'this', 'is', 'definitely', 'a', 'go', 'to', 'product', 'this', 'product', 'won', 't', 'disappoint', 'you', 'go', 'ahead', 'and', 'grab', 'it']","['stay', 'kolkata', 'climate', 'pretty', 'humid', 'got', 'dry', 'skin', 'face', 'combination', 'type', 'body', 'use', 'sunscreen', 'lotion', 'religiously', 'stepping', 'sun', 'pretty', 'impressed', 'dry', 'skin', 'beauties', 'definitely', 'go', 'product', 'product', 'disappoint', 'go', 'ahead', 'grab']","['stay', 'kolkata', 'climate', 'pretty', 'humid', 'got', 'dry', 'skin', 'face', 'combination', 'type', 'body', 'use', 'sunscreen', 'lotion', 'religiously', 'stepping', 'sun', 'pretty', 'impressed', 'dry', 'skin', 'beauty', 'definitely', 'go', 'product', 'product', 'disappoint', 'go', 'ahead', 'grab']",stay kolkata climate pretty humid got dry skin face combination type body use sunscreen lotion religiously stepping sun pretty impressed dry skin beauty definitely go product product disappoint go ahead grab
Great,5.0,Nykaa Cosmetics,Nykaa Serial Kisser Lip Balm - Grape,great,['great'],['great'],['great'],great
Perfect for any type of hair issue. The smell is like heaven.,5.0,Herbal Essences,Herbal Essences Coconut Milk Shampoo For Hydration & Softness - No Parabens- No Colourants,perfect for any type of hair issue the smell is like heaven,"['perfect', 'for', 'any', 'type', 'of', 'hair', 'issue', 'the', 'smell', 'is', 'like', 'heaven']","['perfect', 'type', 'hair', 'issue', 'smell', 'like', 'heaven']","['perfect', 'type', 'hair', 'issue', 'smell', 'like', 'heaven']",perfect type hair issue smell like heaven
Color is really suit on my medium tone skin. its a beautiful color..but really quantity is less thats disappointed thing only.,5.0,Nykaa Cosmetics,Nykaa Matte to Last! Mini Liquid Lipstick - Jhumki 14,color is really suit on my medium tone skin its a beautiful color but really quantity is less thats disappointed thing only,"['color', 'is', 'really', 'suit', 'on', 'my', 'medium', 'tone', 'skin', 'its', 'a', 'beautiful', 'color', 'but', 'really', 'quantity', 'is', 'less', 'thats', 'disappointed', 'thing', 'only']","['color', 'really', 'suit', 'medium', 'tone', 'skin', 'beautiful', 'color', 'really', 'quantity', 'less', 'thats', 'disappointed', 'thing']","['color', 'really', 'suit', 'medium', 'tone', 'skin', 'beautiful', 'color', 'really', 'quantity', 'less', 'thats', 'disappointed', 'thing']",color really suit medium tone skin beautiful color really quantity less thats disappointed thing
"In love with it, natural finish, medium coverage and totally recommend.",5.0,Lakme,Lakme Absolute Argan Oil Serum Foundation With SPF 45,in love with it natural finish medium coverage and totally recommend,"['in', 'love', 'with', 'it', 'natural', 'finish', 'medium', 'coverage', 'and', 'totally', 'recommend']","['love', 'natural', 'finish', 'medium', 'coverage', 'totally', 'recommend']","['love', 'natural', 'finish', 'medium', 'coverage', 'totally', 'recommend']",love natural finish medium coverage totally recommend
I ordered this from nykaa ...its good and easy to use kajal so far..the only disadvantage is you will have to buy Lakme sharpener for this ...as it can't be sharpened through a normal sharpener .. because its thick ....well nykaa has Lakme sharpener too you can buy it ... sharing pictures with the sharpener ??,3.0,Lakme,Lakme Kajal - Black,i ordered this from nykaa its good and easy to use kajal so far the only disadvantage is you will have to buy lakme sharpener for this as it can t be sharpened through a normal sharpener because its thick well nykaa has lakme sharpener too you can buy it sharing pictures with the sharpener,"['i', 'ordered', 'this', 'from', 'nykaa', 'its', 'good', 'and', 'easy', 'to', 'use', 'kajal', 'so', 'far', 'the', 'only', 'disadvantage', 'is', 'you', 'will', 'have', 'to', 'buy', 'lakme', 'sharpener', 'for', 'this', 'as', 'it', 'can', 't', 'be', 'sharpened', 'through', 'a', 'normal', 'sharpener', 'because', 'its', 'thick', 'well', 'nykaa', 'has', 'lakme', 'sharpener', 'too', 'you', 'can', 'buy', 'it', 'sharing', 'pictures', 'with', 'the', 'sharpener']","['ordered', 'nykaa', 'good', 'easy', 'use', 'kajal', 'far', 'disadvantage', 'buy', 'lakme', 'sharpener', 'sharpened', 'normal', 'sharpener', 'thick', 'well', 'nykaa', 'lakme', 'sharpener', 'buy', 'sharing', 'pictures', 'sharpener']","['ordered', 'nykaa', 'good', 'easy', 'use', 'kajal', 'far', 'disadvantage', 'buy', 'lakme', 'sharpener', 'sharpened', 'normal', 'sharpener', 'thick', 'well', 'nykaa', 'lakme', 'sharpener', 'buy', 'sharing', 'picture', 'sharpener']",ordered nykaa good easy use kajal far disadvantage buy lakme sharpener sharpened normal sharpener thick well nykaa lakme sharpener buy sharing picture sharpener
It leaves a white cast so bad you could use it during Halloween to look like a ghost it's better to use on arms and legs if you're ok with the white cast.,3.0,Nivea,"NIVEA Sun Lotion, SPF 50, with UVA & UVB Protection, Water Resistant Sunscreen",it leaves a white cast so bad you could use it during halloween to look like a ghost it s better to use on arms and legs if you re ok with the white cast,"['it', 'leaves', 'a', 'white', 'cast', 'so', 'bad', 'you', 'could', 'use', 'it', 'during', 'halloween', 'to', 'look', 'like', 'a', 'ghost', 'it', 's', 'better', 'to', 'use', 'on', 'arms', 'and', 'legs', 'if', 'you', 're', 'ok', 'with', 'the', 'white', 'cast']","['leaves', 'white', 'cast', 'bad', 'could', 'use', 'halloween', 'look', 'like', 'ghost', 'better', 'use', 'arms', 'legs', 'ok', 'white', 'cast']","['leaf', 'white', 'cast', 'bad', 'could', 'use', 'halloween', 'look', 'like', 'ghost', 'better', 'use', 'arm', 'leg', 'ok', 'white', 'cast']",leaf white cast bad could use halloween look like ghost better use arm leg ok white cast
"Best of best nude i ever have.. i just fall in love with this smudge proof matte lipstick❣️.. Its fragrance is very nice, and Colour is also very beautiful...",5.0,Nykaa Cosmetics,Nykaa Matte To Last! Mini Liquid Lipstick - Maithili 25,best of best nude i ever have i just fall in love with this smudge proof matte lipstick its fragrance is very nice and colour is also very beautiful,"['best', 'of', 'best', 'nude', 'i', 'ever', 'have', 'i', 'just', 'fall', 'in', 'love', 'with', 'this', 'smudge', 'proof', 'matte', 'lipstick', 'its', 'fragrance', 'is', 'very', 'nice', 'and', 'colour', 'is', 'also', 'very', 'beautiful']","['best', 'best', 'nude', 'ever', 'fall', 'love', 'smudge', 'proof', 'matte', 'lipstick', 'fragrance', 'nice', 'colour', 'also', 'beautiful']","['best', 'best', 'nude', 'ever', 'fall', 'love', 'smudge', 'proof', 'matte', 'lipstick', 'fragrance', 'nice', 'colour', 'also', 'beautiful']",best best nude ever fall love smudge proof matte lipstick fragrance nice colour also beautiful
I love this😍😍😍,5.0,Kay Beauty,Kay Beauty Colour Correcting Primer,i love this,"['i', 'love', 'this']",['love'],['love'],love
"I've got obsessed over this shade. It's a vibrant pink colour but doesn't look like you've done too much. I was not sure while buying as I am more of a Nude Lip person, but this colour is so amazing, I have started to wear it casually.",5.0,Kay Beauty,Kay Beauty Matteinee Matte Lip Crayon Lipstick,i ve got obsessed over this shade it s a vibrant pink colour but doesn t look like you ve done too much i was not sure while buying as i am more of a nude lip person but this colour is so amazing i have started to wear it casually,"['i', 've', 'got', 'obsessed', 'over', 'this', 'shade', 'it', 's', 'a', 'vibrant', 'pink', 'colour', 'but', 'doesn', 't', 'look', 'like', 'you', 've', 'done', 'too', 'much', 'i', 'was', 'not', 'sure', 'while', 'buying', 'as', 'i', 'am', 'more', 'of', 'a', 'nude', 'lip', 'person', 'but', 'this', 'colour', 'is', 'so', 'amazing', 'i', 'have', 'started', 'to', 'wear', 'it', 'casually']","['got', 'obsessed', 'shade', 'vibrant', 'pink', 'colour', 'look', 'like', 'done', 'much', 'sure', 'buying', 'nude', 'lip', 'person', 'colour', 'amazing', 'started', 'wear', 'casually']","['got', 'obsessed', 'shade', 'vibrant', 'pink', 'colour', 'look', 'like', 'done', 'much', 'sure', 'buying', 'nude', 'lip', 'person', 'colour', 'amazing', 'started', 'wear', 'casually']",got obsessed shade vibrant pink colour look like done much sure buying nude lip person colour amazing started wear casually
I am totally in love with this shade you can definitely go ahead to buy it if you are looking for a brownish kind of a nude,5.0,Nykaa Cosmetics,Nykaa Matte to Last! Mini Liquid Lipstick - Jhumki 14,i am totally in love with this shade you can definitely go ahead to buy it if you are looking for a brownish kind of a nude,"['i', 'am', 'totally', 'in', 'love', 'with', 'this', 'shade', 'you', 'can', 'definitely', 'go', 'ahead', 'to', 'buy', 'it', 'if', 'you', 'are', 'looking', 'for', 'a', 'brownish', 'kind', 'of', 'a', 'nude']","['totally', 'love', 'shade', 'definitely', 'go', 'ahead', 'buy', 'looking', 'brownish', 'kind', 'nude']","['totally', 'love', 'shade', 'definitely', 'go', 'ahead', 'buy', 'looking', 'brownish', 'kind', 'nude']",totally love shade definitely go ahead buy looking brownish kind nude
Perfect shade for dusty fair skin tone.,5.0,Nykaa Cosmetics,Nykaa SKINgenius BB Cream SPF30,perfect shade for dusty fair skin tone,"['perfect', 'shade', 'for', 'dusty', 'fair', 'skin', 'tone']","['perfect', 'shade', 'dusty', 'fair', 'skin', 'tone']","['perfect', 'shade', 'dusty', 'fair', 'skin', 'tone']",perfect shade dusty fair skin tone
Super Smooth texture blends effortlessly.,4.0,Lakme,Lakme Absolute Argan Oil Serum Foundation With SPF 45,super smooth texture blends effortlessly,"['super', 'smooth', 'texture', 'blends', 'effortlessly']","['super', 'smooth', 'texture', 'blends', 'effortlessly']","['super', 'smooth', 'texture', 'blend', 'effortlessly']",super smooth texture blend effortlessly
Its texture is superb and so pigmented.,5.0,Nykaa Cosmetics,Nykaa Matte to Last! Metallic Liquid Lipstick and Eyeshadow,its texture is superb and so pigmented,"['its', 'texture', 'is', 'superb', 'and', 'so', 'pigmented']","['texture', 'superb', 'pigmented']","['texture', 'superb', 'pigmented']",texture superb pigmented
I bought the shade medium to dark and it goes to my skin tone well. Worth buying. The formula is also good.,5.0,Maybelline New York,Maybelline New York V-Face Duo Stick,i bought the shade medium to dark and it goes to my skin tone well worth buying the formula is also good,"['i', 'bought', 'the', 'shade', 'medium', 'to', 'dark', 'and', 'it', 'goes', 'to', 'my', 'skin', 'tone', 'well', 'worth', 'buying', 'the', 'formula', 'is', 'also', 'good']","['bought', 'shade', 'medium', 'dark', 'goes', 'skin', 'tone', 'well', 'worth', 'buying', 'formula', 'also', 'good']","['bought', 'shade', 'medium', 'dark', 'go', 'skin', 'tone', 'well', 'worth', 'buying', 'formula', 'also', 'good']",bought shade medium dark go skin tone well worth buying formula also good
I love this product Nd shine very natural like its own glow,4.0,Nykaa Cosmetics,Nykaa Strobe & Glow Liquid Highlighter - Blushed Moonlight,i love this product nd shine very natural like its own glow,"['i', 'love', 'this', 'product', 'nd', 'shine', 'very', 'natural', 'like', 'its', 'own', 'glow']","['love', 'product', 'nd', 'shine', 'natural', 'like', 'glow']","['love', 'product', 'nd', 'shine', 'natural', 'like', 'glow']",love product nd shine natural like glow
"I put the patch for like3-4 hours and then pull off so the all the liquid from ma pimple came out with it and does not make any dark mark after that , this really good and go to product for acne solution.",4.0,Nykaa Naturals,Nykaa Skin Secrets Tea Tree & Salicylic Acid Spot Patch,i put the patch for like hours and then pull off so the all the liquid from ma pimple came out with it and does not make any dark mark after that this really good and go to product for acne solution,"['i', 'put', 'the', 'patch', 'for', 'like', 'hours', 'and', 'then', 'pull', 'off', 'so', 'the', 'all', 'the', 'liquid', 'from', 'ma', 'pimple', 'came', 'out', 'with', 'it', 'and', 'does', 'not', 'make', 'any', 'dark', 'mark', 'after', 'that', 'this', 'really', 'good', 'and', 'go', 'to', 'product', 'for', 'acne', 'solution']","['put', 'patch', 'like', 'hours', 'pull', 'liquid', 'pimple', 'came', 'make', 'dark', 'mark', 'really', 'good', 'go', 'product', 'acne', 'solution']","['put', 'patch', 'like', 'hour', 'pull', 'liquid', 'pimple', 'came', 'make', 'dark', 'mark', 'really', 'good', 'go', 'product', 'acne', 'solution']",put patch like hour pull liquid pimple came make dark mark really good go product acne solution
I bought the shade squad goals. It has purple undertones and the color looks beautiful.!,5.0,NYX Professional Makeup,NYX Professional Makeup Powder Puff Lippie Cream,i bought the shade squad goals it has purple undertones and the color looks beautiful,"['i', 'bought', 'the', 'shade', 'squad', 'goals', 'it', 'has', 'purple', 'undertones', 'and', 'the', 'color', 'looks', 'beautiful']","['bought', 'shade', 'squad', 'goals', 'purple', 'undertones', 'color', 'looks', 'beautiful']","['bought', 'shade', 'squad', 'goal', 'purple', 'undertone', 'color', 'look', 'beautiful']",bought shade squad goal purple undertone color look beautiful
